,0
2019-06-28,86.34525052348339
2019-07-01,90.03753550312707
2019-07-02,86.93073769731105
2019-07-03,69.50363749805636
2019-07-04,92.35216392058035
2019-07-05,82.76446148245552
2019-07-08,92.04064640296205
2019-07-09,79.17444118580407
2019-07-10,88.10940271915199
2019-07-11,92.8524474116554
2019-07-12,90.13227854929244
2019-07-15,87.2653629147582
2019-07-16,87.9920127298879
2019-07-17,79.40345940718395
2019-07-18,89.21051074829002
2019-07-19,91.09797689742204
2019-07-22,45.62085054356632
2019-07-23,82.46095721020113
2019-07-24,79.39868679370589
2019-07-25,89.22796150624103
2019-07-26,86.8059903618008
2019-07-29,69.12587082212731
2019-07-30,87.7941661190758
2019-07-31,88.41301921789763
2019-08-01,82.1985430972169
2019-08-02,91.0032060753959
2019-08-05,92.50947621302849
2019-08-06,88.69139733957209
2019-08-07,55.75507626923706
2019-08-08,62.171048112305236
2019-08-09,79.3385822499521
2019-08-12,80.43129275005782
2019-08-13,84.7602650291439
2019-08-14,92.29052643590016
2019-08-15,92.5035979001631
2019-08-16,70.37259846235341
2019-08-19,89.46708246620571
2019-08-20,78.86933564611351
2019-08-21,88.78875959525115
2019-08-22,90.4279972351031
2019-08-23,90.8354041925551
2019-08-26,88.17004173736336
2019-08-27,89.6777092423561
2019-08-28,86.25545448580235
2019-08-29,82.4784727722549
2019-08-30,81.92546390376681
2019-09-02,92.19527310812896
2019-09-03,84.7348532676579
2019-09-04,91.74296518387428
2019-09-05,94.05517080699505
2019-09-06,82.65431682525431
2019-09-09,90.92888508388188
2019-09-10,85.8645193927849
2019-09-11,83.62767292732582
2019-09-12,83.91496825960326
2019-09-16,85.39177686321447
2019-09-17,83.70769094924646
2019-09-18,82.59389948684391
