,Q_1,Q_2,Q_3,Q_4,Q_5,Q_LS
2018-07-27,0.5673145058145898,1.0,0.8522076534636772,1.0,1.0,1.0
2018-07-30,0.5576800217602274,1.0,0.8399198423729981,1.0,1.0,1.0
2018-07-31,0.5567772977829126,1.0,0.841501067079737,1.0,1.0,1.0
2018-08-01,0.5464384623434895,1.0,0.8285061914130668,1.0,1.0,1.0
2018-08-02,0.5290132922955836,1.0,0.8073451163096608,1.0,1.0,1.0
2018-08-03,0.5227458769969701,1.0,0.798307226858505,1.0,1.0,1.0
2018-08-06,0.5097938624544024,1.0,0.7835901184448414,1.0,1.0,1.0
2018-08-07,0.5215115573446539,1.0,0.8040443373620976,1.0,1.0,1.0
2018-08-08,0.5123106941814101,1.0,0.7923406257653535,1.0,1.0,1.0
2018-08-09,0.5216245508059166,1.0,0.8097414515466511,1.0,1.0,1.0
2018-08-10,0.524608488034013,1.0,0.8149411332984619,1.0,1.0,1.0
2018-08-13,0.5266449310587697,1.0,0.8172742010040388,1.0,1.0,1.0
2018-08-14,0.5256862228419954,1.0,0.8170921448090114,1.0,1.0,1.0
2018-08-15,0.5162013011805875,1.0,0.8016676714308041,1.0,1.0,1.0
2018-08-16,0.5099986194050798,1.0,0.7941227329032905,1.0,1.0,1.0
2018-08-17,0.49907909740233947,1.0,0.7805204737783271,1.0,1.0,1.0
2018-08-20,0.5003287433978891,1.0014162545454546,0.7805204737783271,1.006042279282577,1.0,1.0
2018-08-21,0.5056035993435957,1.0014162545454546,0.7888321512589888,1.006042279282577,1.0,1.0
2018-08-22,0.5000344129057489,1.0014162545454546,0.7798357027822178,1.006042279282577,1.0,1.0
2018-08-23,0.5018981996242584,1.0014162545454546,0.7798357027822178,1.0131290931401482,1.0,1.0
2018-08-24,0.5003848905330114,1.0014162545454546,0.7779674120832692,1.0131290931401482,1.0,1.0
2018-08-27,0.5090328829751068,1.0192050737018234,0.7779674120832692,1.0337747639634036,1.0,1.0
2018-08-28,0.5095377128597969,1.0192050737018234,0.7779674120832692,1.0357163022517444,1.0,1.0
2018-08-29,0.5071559403169646,1.0128411890717879,0.7779674120832692,1.0303007656058552,1.0,1.0
2018-08-30,0.4993261000589732,0.9963889987176126,0.7779674120832692,1.0147297718379102,1.0,1.0
2018-08-31,0.49321508362304883,0.9870559705798096,0.7779674120832692,1.0043759550998779,1.0,1.0
2018-09-03,0.49198819341338795,0.982875496598272,0.7779674120832692,1.0036982790942675,1.0,1.0
2018-09-04,0.4974879266279398,0.9955436314426026,0.7779674120832692,1.0160552361643478,1.0,1.0
2018-09-05,0.49041806932479537,0.9814129910468032,0.7779674120832692,1.003835576092296,1.0,1.0
2018-09-06,0.487429275896458,0.9769893818493229,0.7779674120832692,1.0019137422724635,1.0,1.0
2018-09-07,0.48834643354755275,0.982397144141005,0.7779674120832692,1.0048279379830227,1.0,1.0
2018-09-10,0.47897029436168775,0.9647059477258444,0.7779674120832692,0.986445144447132,1.0,1.0
2018-09-11,0.4784943983882852,0.9662783912458222,0.7779674120832692,0.9901368706652036,1.0,1.0
2018-09-12,0.4786851848288585,0.9689739440343675,0.7779674120832692,0.9914046403289763,1.0,1.0
2018-09-13,0.48173115703378666,0.9767853274842005,0.7779674120832692,1.000495389382624,1.0,1.0
2018-09-14,0.477667702820513,0.9613804099072129,0.7779674120832692,0.9902894402919478,1.0,1.0
2018-09-17,0.4688881001407722,0.9452457958864523,0.7779674120832692,0.9750573833417372,1.0,1.0
2018-09-18,0.4768197621109709,0.9606343974434838,0.7779674120832692,0.991963021641965,1.0,1.0
